Degrees/certificates total,Family and Consumer Sciences/Human Sciences,54317,4276,50041,2021
Degrees/certificates total,Legal Professions and Studies,59874,23321,36553,2021
Degrees/certificates total,English Language and Literature/Letters,51357,14643,36714,2021
Degrees/certificates total,"Liberal Arts and Sciences, General Studies and Humanities",555281,197233,358048,2021
Degrees/certificates total,Library Science,6523,1048,5475,2021
Degrees/certificates total,Biological and Biomedical Sciences,171547,59509,112038,2021
Degrees/certificates total,Mathematics and Statistics,47396,28272,19124,2021
Degrees/certificates total,Military Technologies and Applied Sciences,4218,3071,1147,2021
Degrees/certificates total,Multi/Interdisciplinary Studies,111098,40122,70976,2021
Degrees/certificates total,"Parks, Recreation, Leisure, Fitness, and Kinesiology",72482,36864,35618,2021
Degrees/certificates total,Philosophy and Religious Studies,17284,11226,6058,2021
Degrees/certificates total,Theology and Religious Vocations,24597,15048,9549,2021
Degrees/certificates total,Physical Sciences,48035,27354,20681,2021
Degrees/certificates total,Science Technologies/Technicians,6408,3274,3134,2021
Degrees/certificates total,Psychology,187527,37848,149679,2021
Degrees/certificates total,Public Administration and Social Service Professions,96886,18619,78267,2021
Degrees/certificates total,Social Sciences,188674,83397,105277,2021
Degrees/certificates total,Construction Trades,26250,24539,1711,2021
Degrees/certificates total,Mechanic and Repair Technologies/Technicians,73719,68457,5262,2021
Degrees/certificates total,Precision Production,41037,37429,3608,2021
Degrees/certificates total,Transportation and Materials Moving,18403,15972,2431,2021
Degrees/certificates total,Visual and Performing Arts,142463,53925,88538,2021
Degrees/certificates total,Health Professions and Related Programs,888355,162329,726026,2021
Degrees/certificates total,"Business, Management, Marketing, and Related Support Services",823316,402234,421082,2021
Degrees/certificates total,History,29941,17291,12650,2021
Degrees/certificates total,Agricultural/Animal/Plant/Veterinary Science and Related Fields,47792,17181,30611,2022
Degrees/certificates total,Natural Resources and Conservation,29909,12924,16985,2022
Degrees/certificates total,Architecture and Related Services,17893,8755,9138,2022
Degrees/certificates total,"Area, Ethnic, Cultural, Gender, and Group Studies",12327,3115,9212,2022
Degrees/certificates total,"Communication, Journalism, and Related Programs",111886,40216,71670,2022
Degrees/certificates total,Communications Technologies/Technicians and Support Services,13680,8091,5589,2022
Degrees/certificates total,Computer and Information Sciences and Support Services,249177,185501,63676,2022
Degrees/certificates total,"Culinary, Entertainment, and Personal Services",35243,8337,26906,2022
Degrees/certificates total,Education,316677,60422,256255,2022
Degrees/certificates total,Engineering,188083,139233,48850,2022
Degrees/certificates total,Engineering/Engineering-related Technologies/Technicians,76766,63600,13166,2022
Degrees/certificates total,"Foreign Languages, Literatures, and Linguistics",24800,7240,17560,2022
Degrees/certificates total,Family and Consumer Sciences/Human Sciences,52751,4221,48530,2022
Degrees/certificates total,Legal Professions and Studies,65887,25413,40474,2022
Degrees/certificates total,English Language and Literature/Letters,49244,13803,35441,2022
Degrees/certificates total,"Liberal Arts and Sciences, General Studies and Humanities",537066,193579,343487,2022
Degrees/certificates total,Library Science,6895,1162,5733,2022
Degrees/certificates total,Biological and Biomedical Sciences,173825,59210,114615,2022
Degrees/certificates total,Mathematics and Statistics,45509,27649,17860,2022
Degrees/certificates total,Military Technologies and Applied Sciences,4192,3110,1082,2022
Degrees/certificates total,Multi/Interdisciplinary Studies,112434,42328,70106,2022
Degrees/certificates total,"Parks, Recreation, Leisure, Fitness, and Kinesiology",71481,36729,34752,2022
Degrees/certificates total,Philosophy and Religious Studies,16403,10858,5545,2022
Degrees/certificates total,Theology and Religious Vocations,24155,14488,9667,2022
Degrees/certificates total,Physical Sciences,47285,26817,20468,2022
Degrees/certificates total,Science Technologies/Technicians,6899,3393,3506,2022
Degrees/certificates total,Psychology,193523,38362,155161,2022
Degrees/certificates total,Public Administration and Social Service Professions,95905,18111,77794,2022
Degrees/certificates total,Social Sciences,179541,79121,100420,2022
Degrees/certificates total,Construction Trades,29340,27271,2069,2022
Degrees/certificates total,Mechanic and Repair Technologies/Technicians,83566,77592,5974,2022
Degrees/certificates total,Precision Production,43396,39270,4126,2022
Degrees/certificates total,Transportation and Materials Moving,20830,17695,3135,2022
Degrees/certificates total,Visual and Performing Arts,143315,54204,89111,2022
Degrees/certificates total,Health Professions and Related Programs,893848,162356,731492,2022
Degrees/certificates total,"Business, Management, Marketing, and Related Support Services",806838,394532,412306,2022
Degrees/certificates total,History,28526,16436,12090,2022
Degrees/certificates total,"Homeland Security, Law Enforcement, Firefighting, and Related Protective Service",136327,72337,63990,2021
Degrees/certificates total,"Homeland Security, Law Enforcement, Firefighting, and Related Protective Service",134591,73954,60637,2020
Degrees/certificates total,"Homeland Security, Law Enforcement, Firefighting, and Related Protective Service",134050,69820,64230,2022
